Verb,Model,ModelSize,Indices,Examples,Size,Coverage,VerbMeaning
запасать,NO_Acc,0.251,"198  ","усилие,сила  ",60,0.16,1
запасать,на_Acc,0.04,"14  ","день,время  ",45,0.072463768,1
запасать,NO_Acc,0.251,"380  ","резерв,запас  ",35,0.857142857,1
запасать,NO_Acc,0.251,"-  ","-  ",34,0,
запасать,NO_Acc,0.251,"29  ","клетка,организм  ",33,0.083333333,
запасать,NO_Acc,0.251,"543  ","продукт,товар  ",31,0.5,1
запасать,NO_Acc,0.251,"98  ","вода,воздух  ",31,0.111111111,1
запасать,NO_Acc,0.251,"186  ","еда,пища  ",31,0.1875,1
запасать,NO_Acc,0.251,"104  ","число,количество  ",30,0.066666667,
запасать,в_Loc,0.12,"29  ","клетка,организм  ",20,0.116666667,
запасать,в_Loc,0.12,"-  ","-  ",19,0,
запасать,в_Loc,0.12,"489  ","аккумулятор,батарея  ",18,0.4,
запасать,в_Loc,0.12,"21  ","гора,холм  ",17,0.033492823,
запасать,NO_Acc,0.251,"483  ","дрова,полено  ",14,0.2,1
запасать,с_Gen,0.009,"14  ","день,время  ",12,0.036231884,
запасать,NO_Gen,0.059,"186  ","еда,пища  ",12,0.1875,1
запасать,в_Loc,0.12,"104  ","число,количество  ",11,0.066666667,
запасать,NO_Gen,0.059,"36  ","молоко,мясо  ",10,0.053571429,1
запасать,NO_Gen,0.059,"483  ","дрова,полено  ",10,0.2,1
запасать,NO_Nom,0.046,"-  ","-  ",10,0,
запасать,на_Acc  NO_Acc,0.049,"14  -  ","день,время  -  ",10,0.007246377,
запасать,на_Acc  NO_Acc,0.049,"14  483  ","день,время  дрова,полено  ",10,0.103623188,
запасать,на_Acc,0.04,"118  ","ситуация,случай  ",10,0.045454545,1
запасать,NO_Acc,0.251,"85  ","газ,топливо  ",10,0.133333333,1
запасать,NO_Gen,0.059,"98  ","вода,воздух  ",9,0.037037037,
запасать,NO_Acc,0.251,"192  ","вещество,кислота  ",9,0.0625,1
запасать,NO_Ins,0.027,"-  ","-  ",8,0,
запасать,в_Loc,0.12,"241  ","основа,основание  ",8,0.076923077,
запасать,в_Loc,0.12,"50  ","шкаф,ящик  ",8,0.065217391,
запасать,в_Loc,0.12,"4  ","нога,рука  ",8,0.009803922,
запасать,NO_Acc,0.251,"244  ","сахар,соль  ",8,0.384615385,1
запасать,NO_Gen,0.059,"85  ","газ,топливо  ",7,0.066666667,1
запасать,NO_Acc,0.251,"376  ","орех,семечко  ",7,0.285714286,1
запасать,NO_Ins,0.027,"14  ","день,время  ",7,0.036231884,
запасать,на_Acc  NO_Acc,0.049,"14  198  ","день,время  усилие,сила  ",6,0.030869565,
запасать,NO_Nom,0.046,"161  ","часть,половина  ",6,0.047619048,
запасать,NO_Nom,0.046,"29  ","клетка,организм  ",6,0.033333333,1
запасать,NO_Acc  NO_Acc,0.009,"224  224  ","сигарета,сигара  сигарета,сигара  ",6,0.035714286,
запасать,NO_Acc,0.251,"5  ","одежда,костюм  ",6,0.020547945,
запасать,NO_Acc  в_Loc,0.032,"198  489  ","усилие,сила  аккумулятор,батарея  ",6,0.22,
запасать,NO_Acc,0.251,"84  ","оружие,пистолет  ",5,0.033333333,
запасать,в_Loc,0.12,"3  ","страна,регион  ",5,0.015957447,
запасать,в_Loc,0.12,"58  ","кожа,волос  ",5,0.025,
запасать,в_Loc,0.12,"253  ","вид,форма  ",5,0.083333333,
запасать,NO_Acc,0.251,"116  ","рыба,рыбка  ",5,0.090909091,1
запасать,в_Acc,0.007,"59  ","путь,дорога  ",5,0.025,
запасать,NO_Acc,0.251,"36  ","молоко,мясо  ",5,0.089285714,1
запасать,NO_Nom,0.046,"2  ","русский,немец  ",5,0.004739336,1
запасать,на_Acc,0.04,"436  ","перспектива,будущее  ",5,0.166666667,1
запасать,NO_Ins,0.027,"141  ","способ,метод  ",5,0.157894737,
запасать,NO_Acc,0.251,"33  ","овощ,фрукт  ",5,0.070175439,1
запасать,NO_Gen,0.059,"33  ","овощ,фрукт  ",5,0.052631579,1
запасать,NO_Gen,0.059,"29  ","клетка,организм  ",5,0.033333333,
запасать,на_Acc  NO_Acc,0.049,"14  417  ","день,время  солома,сено  ",5,0.086956522,
запасать,NO_Acc,0.251,"142  ","семя,плод  ",5,0.157894737,1
запасать,NO_Gen,0.059,"417  ","солома,сено  ",5,0.166666667,1
запасать,на_Acc  NO_Acc,0.049,"14  186  ","день,время  еда,пища  ",4,0.104619565,
запасать,на_Acc  NO_Acc,0.049,"118  244  ","ситуация,случай  сахар,соль  ",4,0.061188811,
запасать,на_Acc  NO_Acc,0.049,"14  33  ","день,время  овощ,фрукт  ",4,0.029938978,
запасать,NO_Gen,0.059,"84  ","оружие,пистолет  ",4,0.1,
запасать,в_Loc,0.12,"142  ","семя,плод  ",4,0.105263158,
запасать,в_Loc,0.12,"161  ","часть,половина  ",4,0.142857143,
запасать,NO_Gen,0.059,"77  ","вино,пиво  ",4,0.0625,
запасать,за_Acc,0.002,"14  ","день,время  ",4,0.02173913,
запасать,NO_Gen,0.059,"376  ","орех,семечко  ",4,0.142857143,1
запасать,NO_Nom  NO_Acc,0.038,"-  198  ","-  усилие,сила  ",4,0.02,
запасать,NO_Nom  NO_Acc,0.038,"29  29  ","клетка,организм  клетка,организм  ",4,0.041666667,
запасать,NO_Acc  к_Dat,0.004,"543  28  ","продукт,товар  стол,столик  ",4,0.131666667,
запасать,на_Acc  NO_Acc,0.049,"14  543  ","день,время  продукт,товар  ",4,0.132246377,
запасать,на_Loc,0.009,"-  ","-  ",4,0,
запасать,в_Loc,0.12,"589  ","конденсатор,резистор  ",4,0.333333333,
запасать,NO_Acc,0.251,"288  ","кислород,водород  ",4,0.1,
запасать,NO_Acc,0.251,"153  ","фонарь,лампа  ",4,0.055555556,
запасать,NO_Acc,0.251,"77  ","вино,пиво  ",4,0.09375,
запасать,NO_Acc,0.251,"16  ","дерево,куст  ",4,0.037735849,
запасать,NO_Gen,0.059,"380  ","резерв,запас  ",3,0.285714286,1
запасать,NO_Ins,0.027,"30  ","система,механизм  ",3,0.033333333,
запасать,NO_Acc,0.251,"115  ","рубль,доллар  ",3,0.090909091,
запасать,NO_Gen,0.059,"16  ","дерево,куст  ",3,0.028301887,
запасать,NO_Gen,0.059,"237  ","пыль,грязь  ",3,0.153846154,
запасать,NO_Acc  для_Gen,0.022,"65  178  ","ветер,ветерок  чемпионат,турнир  ",3,0.042569659,
запасать,NO_Ins,0.027,"21  ","гора,холм  ",3,0.009569378,
запасать,NO_Nom  NO_Ins  NO_Acc,0.005,"2  152  142  ","русский,немец  сотня,десяток  семя,плод  ",3,0.037642157,
запасать,в_Acc,0.007,"14  ","день,время  ",3,0.02173913,
запасать,NO_Acc  для_Gen,0.022,"489  57  ","аккумулятор,батарея  визит,поездка  ",3,0.106024096,
запасать,в_Loc,0.12,"85  ","газ,топливо  ",3,0.1,
запасать,NO_Acc,0.251,"161  ","часть,половина  ",3,0.095238095,
запасать,NO_Acc,0.251,"784  ","электричество,электроэнергия  ",3,1,1
запасать,на_Acc  NO_Acc,0.049,"14  376  ","день,время  орех,семечко  ",3,0.07505176,
запасать,NO_Acc  NO_Acc,0.009,"-  224  ","-  сигарета,сигара  ",3,0.035714286,
запасать,на_Acc  NO_Acc,0.049,"14  29  ","день,время  клетка,организм  ",3,0.020289855,
запасать,NO_Acc,0.251,"152  ","сотня,десяток  ",3,0.055555556,
запасать,для_Gen,0.013,"-  ","-  ",3,0,
запасать,NO_Acc,0.251,"417  ","солома,сено  ",3,0.166666667,1
запасать,NO_Nom,0.046,"380  ","резерв,запас  ",3,0.428571429,
запасать,NO_Ins,0.027,"16  ","дерево,куст  ",3,0.018867925,
запасать,по_Dat,0.003,"69  ","инвестиция,вложение  ",3,0.00862069,
запасать,NO_Nom,0.046,"1  ","животное,собака  ",3,0.009950249,1
запасать,NO_Nom,0.046,"483  ","дрова,полено  ",3,0.4,
запасать,NO_Nom,0.046,"289  ","преимущество,достоинство  ",3,0.1,
запасать,NO_Gen  на_Acc,0.013,"186  14  ","еда,пища  день,время  ",3,0.038496377,1
запасать,NO_Acc,0.251,"170  ","конструкция,каркас  ",3,0.058823529,
запасать,возле_Gen,0.002,"70  ","станция,вокзал  ",3,0.027777778,
запасать,NO_Gen  на_Acc,0.013,"483  14  ","дрова,полено  день,время  ",3,0.107246377,1
запасать,NO_Acc  в_Loc,0.032,"198  253  ","усилие,сила  вид,форма  ",3,0.061666667,
запасать,NO_Gen  с_Gen,0.002,"180  3  ","цвет,оттенок  страна,регион  ",3,0.032071339,
запасать,в_Loc,0.12,"10  ","машина,автомобиль  ",3,0.020833333,
запасать,NO_Acc  при_Loc,0.004,"198  76  ","усилие,сила  проведение,выполнение  ",3,0.035151515,
запасать,в_Loc,0.12,"265  ","нора,гнездо  ",3,0.181818182,
запасать,в_Loc,0.12,"16  ","дерево,куст  ",3,0.018867925,
запасать,в_Loc  NO_Nom,0.014,"-  85  ","-  газ,топливо  ",3,0.016666667,
запасать,на_Loc,0.009,"3  ","страна,регион  ",3,0.010638298,
запасать,к_Dat,0.004,"14  ","день,время  ",3,0.014492754,
запасать,NO_Acc  в_Loc,0.032,"198  -  ","усилие,сила  -  ",2,0.02,
запасать,NO_Nom  NO_Acc  для_Gen,0.003,"152  417  63  ","сотня,десяток  солома,сено  насекомое,муравей  ",2,0.082846004,
запасать,NO_Ins,0.027,"8  ","человек,женщина  ",2,0.009009009,
запасать,для_Gen,0.013,"1  ","животное,собака  ",2,0.004975124,
запасать,NO_Nom,0.046,"12  ","отец,брат  ",2,0.009852217,1
запасать,из_Gen,0.002,"0  ","дом,здание  ",2,0.003703704,
запасать,NO_Nom  NO_Acc,0.038,"1  29  ","животное,собака  клетка,организм  ",2,0.013308458,
запасать,в_Acc  для_Gen,0.001,"65  -  ","ветер,ветерок  -  ",2,0.013157895,
запасать,NO_Acc  в_Loc,0.032,"186  265  ","еда,пища  нора,гнездо  ",2,0.076704545,
запасать,для_Gen  на_Acc,0.002,"1  14  ","животное,собака  день,время  ",2,0.008598313,
запасать,NO_Nom  NO_Acc,0.038,"2  98  ","русский,немец  вода,воздух  ",2,0.023257855,1
запасать,NO_Ins,0.027,"4  ","нога,рука  ",2,0.004901961,
запасать,с_Ins,0.001,"302  ","дефицит,нехватка  ",2,0.111111111,
запасать,в_Acc  NO_Gen,0.001,"14  376  ","день,время  орех,семечко  ",2,0.07505176,
запасать,NO_Loc,0.001,"-  ","-  ",2,0,
запасать,во время_Gen,0.002,"-  ","-  ",2,0,
запасать,NO_Nom  NO_Acc  для_Gen,0.003,"21  198  38  ","гора,холм  усилие,сила  нападение,атака  ",2,0.021101069,
запасать,NO_Nom  в виде_Gen,0.001,"104  -  ","число,количество  -  ",2,0.016666667,
запасать,NO_Nom,0.046,"288  ","кислород,водород  ",2,0.1,
запасать,NO_Acc  в_Loc,0.032,"21  265  ","гора,холм  нора,гнездо  ",2,0.04784689,
запасать,NO_Acc  в_Loc,0.032,"-  -  ","-  -  ",2,0,
запасать,NO_Acc  в_Loc,0.032,"198  109  ","усилие,сила  точка,сторона  ",2,0.040833333,
запасать,NO_Nom,0.046,"489  ","аккумулятор,батарея  ",2,0.2,
запасать,NO_Nom,0.046,"16  ","дерево,куст  ",2,0.009433962,
запасать,NO_Acc  в_Loc,0.032,"468  -  ","снасть,удочка  -  ",2,0.1,
запасать,NO_Acc  в_Loc,0.032,"98  109  ","вода,воздух  точка,сторона  ",2,0.039351852,
запасать,NO_Acc  в_Loc,0.032,"198  150  ","усилие,сила  волна,поток  ",2,0.047777778,
запасать,NO_Nom,0.046,"214  ","причина,повод  ",2,0.142857143,
запасать,NO_Nom,0.046,"21  ","гора,холм  ",2,0.009569378,
запасать,для_Gen  NO_Nom,0.003,"327  141  ","ремонт,обслуживание  способ,метод  ",2,0.081871345,
запасать,для_Gen  NO_Nom,0.003,"1  405  ","животное,собака  мишка,медвежонок  ",2,0.073916134,
запасать,NO_Acc  в_Loc,0.032,"98  -  ","вода,воздух  -  ",2,0.018518519,
запасать,NO_Acc  в_Loc,0.032,"89  238  ","данные,информация  мысль,воспоминание  ",2,0.044275492,
запасать,NO_Gen  около_Gen,0.001,"98  17  ","вода,воздух  чашка,стакан  ",2,0.024847632,
запасать,NO_Acc  под_Ins,0.002,"36  65  ","молоко,мясо  ветер,ветерок  ",2,0.022086466,
запасать,NO_Acc  в_Acc  в виде_Gen,0.001,"198  14  29  ","усилие,сила  день,время  клетка,организм  ",2,0.021304348,
запасать,NO_Nom  NO_Acc,0.038,"-  289  ","-  преимущество,достоинство  ",2,0.05,
запасать,за_Acc  NO_Gen  за_Acc,0.001,"14  142  4  ","день,время  семя,плод  нога,рука  ",2,0.021593306,
запасать,в_Loc  в виде_Gen,0.001,"70  -  ","станция,вокзал  -  ",2,0.013888889,
запасать,NO_Gen  по_Dat,0.001,"85  3  ","газ,топливо  страна,регион  ",2,0.019326241,
запасать,NO_Acc  для_Gen,0.022,"152  264  ","сотня,десяток  подарок,сюрприз  ",2,0.073232323,
запасать,NO_Nom  NO_Acc,0.038,"29  288  ","клетка,организм  кислород,водород  ",2,0.058333333,1
запасать,NO_Acc  для_Gen,0.022,"406  73  ","бумага,бумажка  журнал,газета  ",2,0.081043956,
запасать,NO_Nom  NO_Acc,0.038,"501  104  ","гормон,инсулин  число,количество  ",2,0.116666667,
запасать,NO_Nom  NO_Acc,0.038,"489  198  ","аккумулятор,батарея  усилие,сила  ",2,0.12,
запасать,NO_Acc  NO_Nom  NO_Acc,0.002,"29  29  14  ","клетка,организм  клетка,организм  день,время  ",2,0.007971014,
запасать,NO_Nom  NO_Acc,0.038,"63  -  ","насекомое,муравей  -  ",2,0.013157895,
запасать,NO_Acc  для_Gen,0.022,"380  59  ","резерв,запас  путь,дорога  ",2,0.083928571,
запасать,NO_Ins  с_Gen,0.001,"75  14  ","слуга,раб  день,время  ",2,0.01581831,
запасать,NO_Ins  при_Loc,0.001,"-  226  ","-  движение,перемещение  ",2,0.035714286,
запасать,в_Loc  NO_Nom,0.014,"0  483  ","дом,здание  дрова,полено  ",2,0.101851852,
запасать,в_Loc  NO_Nom,0.014,"-  329  ","-  вес,килограмм  ",2,0.055555556,
запасать,NO_Ins  в_Loc,0.002,"29  86  ","клетка,организм  сумка,чемодан  ",2,0.025,
запасать,NO_Acc  для_Gen,0.022,"181  18  ","сайт,страница  война,бой  ",2,0.034620098,
запасать,NO_Nom  на_Acc  NO_Acc  в_Acc,0.001,"1  14  186  0  ","животное,собака  день,время  еда,пища  дом,здание  ",2,0.019606301,
запасать,за_Acc  NO_Acc,0.001,"14  0  ","день,время  дом,здание  ",2,0.00547504,
запасать,NO_Ins  по_Dat,0.001,"299  14  ","хозяин,владелец  день,время  ",2,0.053623188,
запасать,в_Loc  NO_Nom,0.014,"104  98  ","число,количество  вода,воздух  ",2,0.035185185,
запасать,про_Acc,0.001,"14  ","день,время  ",2,0.007246377,
запасать,NO_Acc  NO_Acc  для_Gen,0.001,"14  380  13  ","день,время  резерв,запас  генерал,полковник  ",2,0.051644813,
запасать,у_Gen  NO_Acc,0.001,"498  141  ","граница,предел  способ,метод  ",2,0.126315789,
запасать,NO_Ins,0.027,"12  ","отец,брат  ",2,0.004926108,
запасать,NO_Nom  на_Acc  NO_Acc  в_Loc,0.002,"1  14  16  98  ","животное,собака  день,время  дерево,куст  вода,воздух  ",2,0.014673125,
запасать,на_Acc,0.04,"13  ","генерал,полковник  ",2,0.004830918,
запасать,NO_Gen  к_Dat  на_Acc,0.001,"85  7  161  ","газ,топливо  луч,свет  часть,половина  ",2,0.029251701,
запасать,NO_Acc  в_Loc,0.032,"543  50  ","продукт,товар  шкаф,ящик  ",2,0.135869565,
запасать,при_Loc  NO_Acc  в_Loc,0.002,"711  198  297  ","торможение,разгон  усилие,сила  начало,конец  ",2,0.213333333,
запасать,NO_Nom  к_Dat  в_Loc  NO_Acc,0.001,"1  14  29  90  ","животное,собака  день,время  клетка,организм  камень,песок  ",2,0.016150613,
запасать,на_Acc  от_Gen,0.001,"14  82  ","день,время  заболевание,болезнь  ",2,0.019752221,
запасать,NO_Acc  в виде_Gen,0.002,"198  113  ","усилие,сила  темп,скорость  ",2,0.04173913,
запасать,в отличие от_Gen  NO_Acc,0.001,"117  163  ","отношение,связь  поцелуй,прикосновение  ",2,0.050505051,
запасать,NO_Ins,0.027,"489  ","аккумулятор,батарея  ",2,0.4,
запасать,NO_Nom  на_Acc  NO_Gen,0.002,"1  14  186  ","животное,собака  день,время  еда,пища  ",2,0.024907167,1
запасать,под_Ins,0.002,"191  ","влияние,воздействие  ",2,0.125,
запасать,NO_Ins,0.027,"1  ","животное,собака  ",2,0.004975124,
запасать,в_Loc,0.12,"0  ","дом,здание  ",2,0.007407407,
запасать,NO_Ins  NO_Acc,0.009,"14  198  ","день,время  усилие,сила  ",2,0.023623188,
запасать,в_Loc,0.12,"98  ","вода,воздух  ",2,0.074074074,
запасать,NO_Ins  NO_Acc,0.009,"141  85  ","способ,метод  газ,топливо  ",2,0.042982456,
запасать,NO_Ins  NO_Acc,0.009,"14  85  ","день,время  газ,топливо  ",2,0.020289855,
запасать,NO_Gen,0.059,"198  ","усилие,сила  ",2,0.04,
запасать,NO_Gen,0.059,"209  ","препарат,лекарство  ",2,0.066666667,1
запасать,NO_Ins  NO_Acc,0.009,"14  186  ","день,время  еда,пища  ",2,0.034873188,
запасать,NO_Gen,0.059,"-  ","-  ",2,0,
запасать,NO_Nom  на_Acc,0.007,"29  14  ","клетка,организм  день,время  ",2,0.011956522,1
запасать,в_Loc  NO_Gen,0.005,"70  85  ","станция,вокзал  газ,топливо  ",2,0.030555556,
запасать,NO_Nom  на_Acc,0.007,"-  14  ","-  день,время  ",2,0.007246377,
запасать,в_Loc  на_Acc,0.004,"0  14  ","дом,здание  день,время  ",2,0.00547504,
запасать,NO_Acc,0.251,"21  ","гора,холм  ",2,0.009569378,
запасать,NO_Nom  NO_Ins  NO_Acc,0.005,"12  14  -  ","отец,брат  день,время  -  ",2,0.004057495,
запасать,NO_Nom  NO_Ins  NO_Acc,0.005,"20  141  138  ","император,царь  способ,метод  бомба,снаряд  ",2,0.037280702,
запасать,NO_Nom  на_Acc,0.007,"7  14  ","луч,свет  день,время  ",2,0.007024549,
запасать,в_Loc,0.12,"36  ","молоко,мясо  ",2,0.035714286,
запасать,в_Acc,0.007,"18  ","война,бой  ",2,0.010416667,
запасать,в_Loc,0.12,"214  ","причина,повод  ",2,0.071428571,
запасать,на_Loc,0.009,"9  ","корабль,судно  ",2,0.008849558,
запасать,в_Loc,0.12,"318  ","кость,череп  ",2,0.222222222,
запасать,в_Loc,0.12,"256  ","нить,нитка  ",2,0.166666667,
запасать,в_Loc,0.12,"259  ","уровень,показатель  ",2,0.083333333,
запасать,в_Loc,0.12,"86  ","сумка,чемодан  ",2,0.066666667,
запасать,в_Loc,0.12,"127  ","колесо,вал  ",2,0.095238095,
запасать,в_Loc,0.12,"117  ","отношение,связь  ",2,0.045454545,
запасать,в_Loc,0.12,"234  ","диск,накопитель  ",2,0.076923077,
запасать,в_Loc,0.12,"130  ","давление,напряжение  ",2,0.047619048,
запасать,в_Loc,0.12,"192  ","вещество,кислота  ",2,0.0625,
запасать,в_Loc,0.12,"66  ","двигатель,мотор  ",2,0.023809524,
запасать,в_Loc,0.12,"170  ","конструкция,каркас  ",2,0.058823529,
запасать,в_Loc,0.12,"123  ","поверхность,слой  ",2,0.047619048,
запасать,в виде_Gen,0.004,"-  ","-  ",2,0,
запасать,NO_Acc,0.251,"0  ","дом,здание  ",2,0.007407407,
запасать,на_Loc,0.009,"101  ","магазин,салон  ",2,0.028571429,
запасать,NO_Gen  на_Acc,0.013,"186  13  ","еда,пища  генерал,полковник  ",2,0.036080918,
запасать,NO_Nom  NO_Acc  на_Acc,0.01,"-  161  14  ","-  часть,половина  день,время  ",2,0.018288475,
запасать,на_Acc  NO_Acc,0.049,"14  16  ","день,время  дерево,куст  ",2,0.013057151,
запасать,на_Acc  NO_Acc,0.049,"14  142  ","день,время  семя,плод  ",2,0.056254767,
запасать,NO_Acc,0.251,"41  ","маг,колдун  ",2,0.02,
запасать,NO_Acc,0.251,"181  ","сайт,страница  ",2,0.058823529,
запасать,NO_Acc,0.251,"490  ","снаряжение,экипировка  ",2,0.2,1
запасать,NO_Acc,0.251,"183  ","золото,серебро  ",2,0.0625,1
запасать,NO_Acc,0.251,"8  ","человек,женщина  ",2,0.009009009,
запасать,NO_Acc  на_Loc,0.003,"65  3  ","ветер,ветерок  страна,регион  ",2,0.015817469,
запасать,на_Acc  NO_Acc,0.049,"14  98  ","день,время  вода,воздух  ",2,0.044283414,
запасать,NO_Acc,0.251,"141  ","способ,метод  ",2,0.052631579,
запасать,NO_Acc  в_Acc,0.005,"-  59  ","-  путь,дорога  ",2,0.0125,
запасать,NO_Acc  в_Acc,0.005,"198  14  ","усилие,сила  день,время  ",2,0.027246377,
запасать,NO_Nom  NO_Acc  на_Acc,0.01,"1  16  14  ","животное,собака  дерево,куст  день,время  ",2,0.007218488,1
запасать,NO_Acc,0.251,"302  ","дефицит,нехватка  ",2,0.111111111,
запасать,NO_Gen  на_Acc,0.013,"36  14  ","молоко,мясо  день,время  ",2,0.01255176,1
запасать,NO_Gen  на_Acc,0.013,"85  14  ","газ,топливо  день,время  ",2,0.020289855,1
запасать,на_Acc  NO_Acc,0.049,"8  380  ","человек,женщина  резерв,запас  ",2,0.075933076,
запасать,на_Acc  NO_Acc,0.049,"59  33  ","путь,дорога  овощ,фрукт  ",2,0.02127193,
запасать,NO_Gen  на_Acc,0.013,"380  14  ","резерв,запас  день,время  ",2,0.07505176,1
запасать,на_Acc  NO_Acc,0.049,"14  85  ","день,время  газ,топливо  ",2,0.020289855,
запасать,NO_Ins  на_Acc,0.002,"8  14  ","человек,женщина  день,время  ",1,0.008127693,
запасать,для_Gen  на_Acc,0.002,"332  34  ","охлаждение,нагрев  слово,мнение  ",1,0.061237374,
запасать,из_Gen,0.002,"21  ","гора,холм  ",1,0.004784689,
запасать,из_Gen,0.002,"84  ","оружие,пистолет  ",1,0.033333333,
запасать,во время_Gen,0.002,"14  ","день,время  ",1,0.007246377,
запасать,NO_Nom  к_Dat,0.002,"3  14  ","страна,регион  день,время  ",1,0.006282763,
запасать,в_Loc  NO_Gen,0.005,"302  -  ","дефицит,нехватка  -  ",1,0.055555556,
запасать,в_Loc  NO_Gen,0.005,"21  417  ","гора,холм  солома,сено  ",1,0.085725678,
запасать,во время_Gen,0.002,"65  ","ветер,ветерок  ",1,0.026315789,
запасать,в_Loc  NO_Gen,0.005,"104  417  ","число,количество  солома,сено  ",1,0.1,
запасать,NO_Ins  на_Acc,0.002,"13  18  ","генерал,полковник  война,бой  ",1,0.007623792,
запасать,NO_Ins  на_Acc,0.002,"-  14  ","-  день,время  ",1,0.003623188,
запасать,NO_Ins  на_Acc,0.002,"299  14  ","хозяин,владелец  день,время  ",1,0.053623188,
запасать,NO_Acc  в_Acc,0.005,"244  -  ","сахар,соль  -  ",1,0.038461538,
запасать,NO_Nom  к_Dat,0.002,"104  14  ","число,количество  день,время  ",1,0.020289855,
запасать,NO_Acc  в_Acc,0.005,"98  -  ","вода,воздух  -  ",1,0.018518519,
